"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diff.pct"
7.21335277757391e-60,2.11745400390893,0.124,0.028,1.7319260018955e-55,"1","COL21A1",0.096
1.299139532697e-107,2.08360680107155,0.209,0.045,3.11923401800549e-103,"1","GALNT5",0.164
7.91153192220673e-75,2.06984467004996,0.133,0.025,1.89955881452184e-70,"1","SULT1A1",0.108
7.1135295400441e-67,2.02418329458307,0.125,0.025,1.70795844256459e-62,"1","PRKCDBP",0.1
7.92930579307791e-251,1.9632749798984,0.578,0.167,1.90382632091801e-246,"1","CXCL2",0.411
6.331621707329e-82,1.95545218358273,0.17,0.038,1.52022237192969e-77,"1","APOL1",0.132
1.10174776546031e-107,1.94652789257312,0.204,0.042,2.64529638487021e-103,"1","LIPG",0.162
1.18546903556478e-86,1.91621178131386,0.194,0.047,2.84631115439104e-82,"1","PLAU",0.147
1.7213393128442e-73,1.88236018803981,0.134,0.026,4.13293569013892e-69,"1","METTL7B",0.108
1.59945324156789e-173,6.80862288006814,0.116,0.001,3.84028723300449e-169,"2","SPINK1",0.115
2.89378136253869e-196,6.49990235783218,0.129,0.001,6.9479690514554e-192,"2","KISS1R",0.128
2.57582295534617e-90,5.17519044465497,0.13,0.019,6.18455091578616e-86,"2","PI3",0.111
2.61542519705044e-250,4.91483396435156,0.207,0.01,6.27963589811812e-246,"2","STC2",0.197
6.80131789324361e-291,4.88356713998396,0.277,0.021,1.63299642616779e-286,"2","ANGPTL4",0.256
2.2062546552459e-148,4.58654583030255,0.124,0.006,5.29721742724541e-144,"2","TRIB3",0.118
0,4.32377977858556,0.452,0.075,0,"2","IGFBP3",0.377
3.58493660579474e-128,3.91744903832415,0.279,0.071,8.60743279051316e-124,"2","NMB",0.208
0,3.7269314896421,0.415,0.055,0,"2","NDRG1",0.36
2.80100785292321e-291,3.57270548405007,0.481,0.106,6.72521985486863e-287,"2","LOX",0.375
1.67489108131271e-292,3.56211910843667,0.354,0.045,4.02141348623183e-288,"2","CA9",0.309
4.67200315025537e-293,3.43422061698316,0.393,0.06,1.12174795637631e-288,"2","ERO1A",0.333
2.11987268509442e-140,3.34417809758689,0.191,0.026,5.0898143169117e-136,"2","PHLDA2",0.165
1.89775523933915e-228,3.22239783323536,0.351,0.062,4.55651032965331e-224,"2","SLC2A1",0.289
3.20340225345715e-89,3.08203056445329,0.168,0.035,7.69136881055063e-85,"2","GAL",0.133
0,2.93635026311037,0.679,0.182,0,"2","VEGFA",0.497
1.66837995595583e-113,2.89119447520961,0.173,0.027,4.00578027424994e-109,"2","CRABP2",0.146
0,2.84841959659816,0.693,0.211,0,"2","HILPDA",0.482
6.54136311189362e-179,2.80738633929658,0.245,0.034,1.57058128316566e-174,"2","BEX5",0.211
2.077111559326e-134,2.79011106608272,0.186,0.026,4.98714485394172e-130,"2","SLC38A1",0.16
1.65260182052412e-206,2.78672722465783,0.429,0.113,3.9678969710784e-202,"2","EGLN3",0.316
1.73287366652299e-65,2.78655916986838,0.1,0.015,4.16062967332171e-61,"2","GPRC5C",0.085
2.38038630997183e-121,2.76003318681468,0.171,0.024,5.71530753024236e-117,"2","SPAG4",0.147
4.84921491549418e-45,2.57087016395178,0.105,0.026,1.16429650121015e-40,"2","RP11-670E13.6",0.079
4.21739007920448e-85,2.52871054331089,0.129,0.02,1.012595358017e-80,"2","SESN2",0.109
1.57160839273448e-125,2.4882630271196,0.22,0.042,3.77343175095549e-121,"2","TMEM45A",0.178
3.30224754316713e-113,2.4528101843537,0.219,0.046,7.92869635114428e-109,"2","TUBA4A",0.173
9.31152731692615e-189,2.39065036962465,0.475,0.152,2.23569770879397e-184,"2","HERPUD1",0.323
1.73186432589911e-113,2.38457068939976,0.224,0.049,4.15820624648378e-109,"2","C11orf24",0.175
3.98048302061702e-206,2.38076365302999,0.517,0.168,9.55713973250148e-202,"2","ENO2",0.349
1.77445984860237e-72,2.68758557194199,0.213,0.053,4.2604780964943e-68,"3","TAGLN",0.16
2.8463866179373e-51,2.443487272485,0.107,0.019,6.83417426966747e-47,"3","C4BPA",0.088
4.74785259390944e-34,2.19790412626164,0.255,0.117,1.13995940779766e-29,"3","SAA1",0.138
4.07833127848847e-50,2.12477680266798,0.108,0.019,9.79207339965082e-46,"3","PLCXD3",0.089
1.80348126151041e-63,2.04581160828782,0.167,0.036,4.33015850888649e-59,"3","PI15",0.131
9.56799459143314e-52,1.97230639870145,0.146,0.034,2.2972755014031e-47,"3","NABP1",0.112
3.51852452270368e-41,1.9358870211976,0.377,0.201,8.44797737901154e-37,"3","SCG2",0.176
7.60496631220115e-14,1.75146380407883,0.106,0.047,1.8259524115595e-09,"3","CX3CL1",0.059
2.61815343918077e-32,1.71978548460447,0.123,0.036,6.28618640747304e-28,"3","SBSPON",0.087
2.75013042759486e-41,1.62592499365006,0.154,0.044,6.60306315665526e-37,"3","CADPS",0.11
4.66374573288447e-70,1.60492476582397,0.193,0.043,1.11976535046556e-65,"3","PPFIA2",0.15
5.25996142162526e-47,1.59616614761486,0.3,0.127,1.26291673733223e-42,"3","HAS2",0.173
1.46296610411146e-29,1.59576168402519,0.173,0.066,3.51258161597161e-25,"3","ID1",0.107
3.66784911055894e-38,1.59571396638839,0.222,0.086,8.80650571445201e-34,"3","RDH10",0.136
9.16754437939259e-104,1.58707187378447,0.644,0.321,2.20112740549216e-99,"3","RCAN1",0.323
5.3114032859064e-40,1.55996962642865,0.146,0.041,1.27526792894613e-35,"3","GALNT15",0.105
1.38749401666465e-12,1.52677105278485,0.133,0.069,3.33137313401182e-08,"3","NSG1",0.064
3.54370000608326e-50,1.51035655168493,0.266,0.099,8.50842371460591e-46,"3","C9orf3",0.167
1.76364483785237e-38,1.50221340032188,0.212,0.079,4.23451125568354e-34,"3","MAN1C1",0.133
3.54384945716477e-37,1.48795849676665,0.262,0.116,8.50878254665261e-33,"3","UGCG",0.146
3.29297882177286e-43,1.48629825524766,0.445,0.248,7.90644215107664e-39,"3","CHI3L2",0.197
7.96779984841416e-14,1.47738924001853,0.121,0.057,1.91306874360424e-09,"3","SAA2",0.064
5.53064938397777e-28,1.45755407214402,0.133,0.045,1.32790891709306e-23,"3","FAM198B",0.088
1.5482791564104e-50,1.43439408925332,0.276,0.104,3.71741825454138e-46,"3","TGFB2",0.172
6.05820030929652e-15,1.42666912692094,0.14,0.068,1.4545738942621e-10,"3","MYLK",0.072
7.90944513790179e-53,1.41612454853526,0.356,0.156,1.89905777761022e-48,"3","CSRP1",0.2
5.47365376696112e-12,1.41446925452707,0.219,0.14,1.31422426944736e-07,"3","SERPINE1",0.079
1.2473326594209e-46,1.39076697322946,0.292,0.119,2.99484571526959e-42,"3","KHDRBS3",0.173
3.58505293359329e-145,1.37284042219826,0.914,0.582,8.60771209355748e-141,"3","LTF",0.332
1.83615250551422e-38,1.35671835729415,0.371,0.193,4.40860216573964e-34,"3","EMP1",0.178
7.17897455961838e-267,6.24214515765378,0.193,0.004,1.72367179176437e-262,"4","RP11-356K23.1",0.189
2.4217124526598e-136,6.0426434516582,0.105,0.003,5.81453159883617e-132,"4","ANKRD66",0.102
3.82944297407333e-270,4.98790927757117,0.237,0.011,9.19449258075006e-266,"4","CAPSL",0.226
1.68060885707154e-150,4.91526944204583,0.151,0.009,4.03514186582876e-146,"4","IGF2",0.142
3.05837042772829e-145,4.71196844694361,0.129,0.006,7.34314739697563e-141,"4","TRDN",0.123
8.83908358307184e-234,4.66576174235805,0.253,0.018,2.12226396829555e-229,"4","PRELP",0.235
5.49441471583254e-214,4.38380479073692,0.226,0.015,1.31920897327139e-209,"4","SCN9A",0.211
3.5704457231602e-156,3.93037678095308,0.202,0.019,8.57264018130764e-152,"4","DYDC2",0.183
7.06241646584782e-104,3.78592122152302,0.13,0.012,1.69568619345006e-99,"4","ROPN1L",0.118
6.53203375408335e-290,3.73039815280689,0.362,0.034,1.56834130435541e-285,"4","FAM183A",0.328
1.50499136530079e-130,3.72736841050444,0.205,0.026,3.61348426808719e-126,"4","C9orf24",0.179
1.48078151514898e-138,3.63485225329271,0.17,0.015,3.55535641787269e-134,"4","DTHD1",0.155
7.22696202278082e-160,3.60456162283698,0.218,0.022,1.73519358166967e-155,"4","C11orf88",0.196
1.08503569650668e-158,3.58321081990527,0.199,0.018,2.60517070731254e-154,"4","DNAAF1",0.181
1.60057977868908e-132,3.51804691775674,0.169,0.015,3.84299204863249e-128,"4","EFCAB10",0.154
5.75604832204783e-166,3.47956973257437,0.263,0.034,1.38202720212368e-161,"4","LRRIQ1",0.229
2.11953925779399e-84,3.41010567725402,0.106,0.009,5.08901375796336e-80,"4","AC005281.1",0.097
3.59801128637181e-270,3.33911098766382,0.508,0.092,8.63882509857871e-266,"4","TPPP3",0.416
3.9553787910312e-186,3.32991691056319,0.268,0.03,9.49686447726591e-182,"4","CCDC170",0.238
2.98631056688917e-116,3.3184701980238,0.151,0.014,7.17013167110091e-112,"4","TEKT1",0.137
2.64684822296235e-244,3.31047932476817,0.328,0.034,6.3550825833326e-240,"4","MAP3K19",0.294
1.45324142912555e-204,3.21867141865482,0.347,0.05,3.48923267133044e-200,"4","FAM81B",0.297
2.67052413532211e-302,3.20778054700133,0.551,0.097,6.4119284489084e-298,"4","RSPH1",0.454
2.87727799255063e-143,3.149818574209,0.23,0.029,6.90834446011407e-139,"4","ZBBX",0.201
3.73513795061205e-112,3.0945258588974,0.161,0.017,8.96806621941953e-108,"4","CFAP52",0.144
2.76536589718494e-110,3.04112985587334,0.188,0.026,6.63964351914104e-106,"4","SPAG8",0.162
2.31587630461578e-211,3.02151764690774,0.386,0.061,5.56041900738248e-207,"4","MORN5",0.325
2.59465015483583e-167,3.00659159612648,0.261,0.032,6.22975502176083e-163,"4","VWA3A",0.229
6.19280145791624e-98,2.9301159439754,0.161,0.021,1.48689163004569e-93,"4","DYNLRB2",0.14
1.15153075699281e-50,2.87848572443366,0.108,0.019,2.76482534753973e-46,"4","AKAP14",0.089
0,7.21746498044818,0.457,0.004,0,"5","DLGAP5",0.453
0,6.76564090999175,0.261,0.003,0,"5","CDCA3",0.258
0,6.73354229618626,0.472,0.008,0,"5","ASPM",0.464
0,6.67065833860827,0.234,0.003,0,"5","NEK2",0.231
2.54532456422257e-251,6.55042487276339,0.167,0.002,6.11132427869839e-247,"5","KIF20A",0.165
2.88821563716062e-234,6.51691038238937,0.161,0.003,6.93460574482265e-230,"5","CENPA",0.158
0,6.50979958851075,0.275,0.004,0,"5","HJURP",0.271
1.73961312015796e-194,6.5021560577138,0.128,0.002,4.17681110149925e-190,"5","KIF18B",0.126
0,6.49481368398122,0.406,0.006,0,"5","KIF2C",0.4
0,6.44356824450587,0.276,0.003,0,"5","AURKB",0.273
0,6.31217988373195,0.908,0.063,0,"5","TOP2A",0.845
0,6.24898066082171,0.483,0.014,0,"5","UBE2C",0.469
0,6.21858800237067,0.537,0.011,0,"5","NUF2",0.526
4.11014779053049e-195,6.21286331855359,0.131,0.002,9.86846484506371e-191,"5","CDC25C",0.129
0,6.12532720960987,0.359,0.007,0,"5","CDC20",0.352
0,6.1159050953284,0.35,0.006,0,"5","BUB1B",0.344
0,6.0623536544158,0.357,0.008,0,"5","CKAP2L",0.349
0,6.00827700109533,0.344,0.006,0,"5","SGO1",0.338
0,5.98100345427542,0.335,0.007,0,"5","DEPDC1",0.328
1.86226279071692e-202,5.97645452304816,0.134,0.002,4.47129296051133e-198,"5","IQGAP3",0.132
0,5.93439040986821,0.311,0.005,0,"5","CASC5",0.306
0,5.87442016950989,0.362,0.01,0,"5","BUB1",0.352
0,5.78090239698688,0.374,0.008,0,"5","KIF14",0.366
0,5.76987552641171,0.3,0.006,0,"5","CCNB2",0.294
0,5.76985284599617,0.386,0.009,0,"5","CEP55",0.377
0,5.68517853683676,0.502,0.018,0,"5","HMMR",0.484
0,5.60216728108158,0.529,0.016,0,"5","PBK",0.513
0,5.53300107744553,0.725,0.029,0,"5","MKI67",0.696
0,5.51746442558933,0.284,0.006,0,"5","NCAPH",0.278
0,5.50154048229706,0.685,0.02,0,"5","BIRC5",0.665
1.60257975769055e-136,5.24080763278475,0.12,0.004,3.847793998215e-132,"6","FXYD7",0.116
1.97933397664074e-294,4.02422445000238,0.337,0.02,4.75238087791441e-290,"6","ME1",0.317
2.17509593989024e-245,3.20918671917235,0.543,0.084,5.22240535167646e-241,"6","NEFL",0.459
1.52262432799332e-155,2.94418293212298,0.265,0.027,3.65582101151196e-151,"6","CADM3",0.238
3.28983373646616e-88,2.85918507468041,0.139,0.013,7.89889080125525e-84,"6","AC017048.3",0.126
8.76571988050379e-135,2.81657030493777,0.267,0.033,2.10464934330896e-130,"6","SCG3",0.234
5.13091729163e-160,2.68769815648439,0.309,0.037,1.23193324172036e-155,"6","C2orf80",0.272
1.28557730203256e-66,2.56002811879183,0.128,0.015,3.08667110218018e-62,"6","LY6H",0.113
2.94312968276157e-82,2.34013535666671,0.2,0.03,7.06645436831053e-78,"6","PRPH",0.17
1.98122104059201e-73,2.3370810531314,0.228,0.044,4.75691171846141e-69,"6","C21orf37",0.184
4.53977526252639e-37,2.32960343523415,0.165,0.042,1.09000004053259e-32,"6","ACTA2",0.123
1.013269319143e-33,2.29764150025601,0.111,0.022,2.43285963526234e-29,"6","LAMP5",0.089
5.47089631977555e-119,2.29697909955773,0.433,0.103,1.31356220637811e-114,"6","SH3BGR",0.33
6.54195632967223e-91,2.16160742095628,0.319,0.07,1.5707237147543e-86,"6","MEST",0.249
3.27971332347706e-31,2.15597578413573,0.119,0.027,7.87459168966843e-27,"6","QPCT",0.092
1.10359474856071e-38,2.08793668992525,0.17,0.044,2.64973099129426e-34,"6","ALPK2",0.126
7.55970589948644e-70,2.0496355480638,0.243,0.051,1.81508538646669e-65,"6","SNTG1",0.192
3.84727755699545e-32,1.99453569115027,0.131,0.032,9.23731341434607e-28,"6","HLA-DRB5",0.099
1.07038905982631e-68,1.98578045052637,0.28,0.068,2.57000413264297e-64,"6","LRRC2",0.212
1.29821590442702e-58,1.96130613749968,0.181,0.034,3.11701638652928e-54,"6","TMEM176A",0.147
3.41949709165706e-28,1.92256172862493,0.107,0.024,8.2102125170686e-24,"6","KCNE4",0.083
2.46745280637272e-32,1.85932953345341,0.259,0.099,5.92435418810091e-28,"6","CCND2",0.16
6.33270439035944e-86,1.80529057258328,0.298,0.062,1.5204823241253e-81,"6","CHRDL1",0.236
5.14977609616327e-29,1.8052861045291,0.119,0.028,1.2364612406888e-24,"6","LINC00632",0.091
2.11473337496831e-27,1.78130347581528,0.15,0.044,5.07747483329891e-23,"6","JAKMIP2-AS1",0.106
2.00310525761894e-20,1.7389958049268,0.115,0.035,4.80945572354308e-16,"6","ETV1",0.08
1.20600456008449e-41,1.72385240401447,0.137,0.027,2.89561694876287e-37,"6","RP11-536O18.2",0.11
2.08769744040037e-51,1.69140536848684,0.23,0.058,5.01256155440128e-47,"6","TMEM176B",0.172
4.2344373091374e-23,1.66634171942054,0.156,0.053,1.01668839792389e-18,"6","SELENBP1",0.103
4.28156297764711e-35,1.63591127336616,0.126,0.027,1.02800327093307e-30,"6","PRSS35",0.099
0,3.98487228299691,0.663,0.078,0,"7","FAM111B",0.585
5.7626564484639e-308,3.68703160897521,0.561,0.072,1.38361381327618e-303,"7","CCNE2",0.489
6.43190784749124e-286,3.56196328643081,0.542,0.072,1.54430107418265e-281,"7","PCLAF",0.47
1.67354066430271e-67,3.52140127995956,0.143,0.019,4.0181711349908e-63,"7","CCNE1",0.124
2.46369612447052e-44,3.28818982119636,0.117,0.02,5.91533439485371e-40,"7","ASF1B",0.097
2.09716920382707e-47,3.24699517443046,0.123,0.02,5.03530325838879e-43,"7","DTL",0.103
4.31247682367002e-162,3.22109709850572,0.523,0.124,1.03542568536317e-157,"7","TFDP1",0.399
8.5246431397255e-55,3.21332237296558,0.114,0.015,2.04676681784809e-50,"7","TMEM44",0.099
3.45040886080389e-74,3.19608912654312,0.184,0.029,8.28443167479013e-70,"7","ZNF367",0.155
1.00701531436538e-124,3.16724093507373,0.285,0.042,2.41784376979129e-120,"7","E2F7",0.243
6.65405830562473e-59,3.06665723329891,0.169,0.031,1.5976393991805e-54,"7","CDC6",0.138
8.1713326674429e-100,2.96710465547448,0.235,0.035,1.96193697345304e-95,"7","GNG4",0.2
5.86590787720058e-45,2.96656190861043,0.142,0.028,1.40840448131586e-40,"7","GCHFR",0.114
1.01693425818856e-58,2.90187289977742,0.145,0.023,2.44165915391073e-54,"7","TCEAL6",0.122
2.67749893807661e-33,2.83366927299518,0.119,0.026,6.42867495032195e-29,"7","MAP3K7CL",0.093
2.18446352539935e-137,2.77839818931658,0.438,0.095,5.24489692448383e-133,"7","CLSPN",0.343
1.40349130928857e-29,2.77025573051467,0.181,0.059,3.36978263360186e-25,"7","S100A2",0.122
3.40344754991775e-48,2.69992337309786,0.153,0.03,8.17167756735252e-44,"7","RRM2",0.123
8.56706243213845e-45,2.59432423940393,0.168,0.038,2.05695168995644e-40,"7","RNASEH2A",0.13
4.60091473792345e-62,2.59159456204834,0.222,0.049,1.10467962857542e-57,"7","AMOTL1",0.173
1.19678651573583e-183,2.58771912224652,0.67,0.189,2.87348442428174e-179,"7","EZH2",0.481
3.72961897429979e-34,2.58696959534536,0.134,0.032,8.9548151572938e-30,"7","BRIP1",0.102
4.48196412594358e-75,2.55551742696436,0.266,0.06,1.07611958663905e-70,"7","WDR76",0.206
1.74557179004872e-44,2.55223425813869,0.134,0.025,4.19111786790697e-40,"7","TPRG1",0.109
3.85589519201688e-50,2.54546972348888,0.186,0.042,9.25800435603252e-46,"7","FANCI",0.144
2.55101847059744e-62,2.53197301969018,0.266,0.069,6.12499534790446e-58,"7","AGT",0.197
3.42521354308877e-110,2.48232586403139,0.428,0.111,8.22393771695614e-106,"7","TYMS",0.317
8.46315310858767e-42,2.47156092122615,0.175,0.044,2.0320030613719e-37,"7","TCF19",0.131
2.13450405516751e-59,2.47132187595264,0.231,0.055,5.12494423645718e-55,"7","FBLN1",0.176
1.53647604685047e-79,2.47027223697156,0.307,0.075,3.68907898848798e-75,"7","MCM2",0.232
4.44557826707631e-194,13.6227699775794,0.104,0,1.06738334192502e-189,"8","IL1RN",0.104
4.21414207447666e-206,13.4380879442606,0.11,0,1.01181551208185e-201,"8","LILRB2",0.11
1.56528669621006e-302,13.2249317177417,0.169,0,3.75825335760034e-298,"8","OSM",0.169
4.44557826707631e-194,13.220253458046,0.104,0,1.06738334192502e-189,"8","ABI3",0.104
4.21414207447666e-206,13.1678858817623,0.11,0,1.01181551208185e-201,"8","GAPT",0.11
4.44557826707631e-194,13.0759933044478,0.104,0,1.06738334192502e-189,"8","P2RY13",0.104
2.08531559195519e-230,11.3146714471005,0.13,0,5.0068427362844e-226,"8","CYTH4",0.13
0,11.0101166451175,0.221,0,0,"8","LILRB1",0.221
2.08531559195519e-230,10.9819851939755,0.13,0,5.0068427362844e-226,"8","ADORA3",0.13
1.96728502412922e-182,10.948667075469,0.104,0,4.72345134293427e-178,"8","TFEC",0.104
2.11804457017685e-206,10.7916785917799,0.117,0,5.08542501299463e-202,"8","CLEC4E",0.117
1.96728502412922e-182,10.7594561395025,0.104,0,4.72345134293427e-178,"8","TMIGD3",0.104
0,10.7583496682642,0.552,0,0,"8","MSR1",0.552
0,10.5680784692795,0.208,0,0,"8","CSF1R",0.208
0,10.5005390482304,0.597,0.001,0,"8","STAB1",0.596
2.28849010178344e-242,10.1976722531458,0.136,0,5.49466473438205e-238,"8","S100A8",0.136
0,10.002591980328,0.805,0.001,0,"8","C1QA",0.804
1.20775026164142e-219,9.97286822917231,0.13,0,2.89980837820104e-215,"8","HAMP",0.13
2.31710693221846e-242,9.97198151636865,0.136,0,5.56337374425653e-238,"8","CXorf21",0.136
0,9.86750853481698,0.435,0.001,0,"8","TREM2",0.434
0,9.78658845968237,0.643,0.001,0,"8","MS4A7",0.642
0,9.72846645610422,0.396,0.001,0,"8","SLCO2B1",0.395
0,9.70161018161908,0.279,0.001,0,"8","EVI2B",0.278
0,9.70054886638277,0.305,0,0,"8","ADAM28",0.305
0,9.56317631420696,0.76,0.002,0,"8","LAPTM5",0.758
2.06275263830631e-302,9.54891835135863,0.169,0,4.95266908457344e-298,"8","VSIG4",0.169
4.85775250835169e-172,9.50256779609925,0.104,0,1.16634637725524e-167,"8","CD4",0.104
0,9.42428832381003,0.416,0.001,0,"8","LAIR1",0.415
2.89081872760003e-189,9.39319315621936,0.123,0,6.94085576496767e-185,"8","DOCK2",0.123
0,9.3166879820358,0.545,0.002,0,"8","ALOX5AP",0.543
1.17261520841509e-151,4.34402996053756,0.313,0.01,2.81544911540463e-147,"9","SFN",0.303
4.73678517300207e-149,4.29456999484473,0.707,0.06,1.1373021200378e-144,"9","S100A2",0.647
2.05810125672054e-145,4.29250636045481,0.929,0.118,4.94150111738602e-141,"9","ALDH3A1",0.811
4.75920255983121e-50,4.14096361650052,0.182,0.011,1.14268453461547e-45,"9","RP1-102K2.8",0.171
9.04936502083838e-44,3.8498024983628,0.111,0.005,2.17275254150329e-39,"9","FCMR",0.106
6.14996225441619e-34,3.69482442745488,0.101,0.005,1.47660593728533e-29,"9","CCL7",0.096
1.28183362766101e-72,3.67344443409964,0.152,0.005,3.07768254001408e-68,"9","RP3-510D11.2",0.147
5.64086383511715e-88,3.64532684417983,0.293,0.016,1.35437140681163e-83,"9","FHL2",0.277
6.73118075581103e-112,3.56506667864772,0.424,0.027,1.61615649947023e-107,"9","RP3-460G2.2",0.397
7.73023832466196e-49,3.55094080762844,0.162,0.009,1.85603022175134e-44,"9","RP11-480I12.5",0.153
4.15507653661073e-56,3.54181406905779,0.192,0.011,9.97633876440237e-52,"9","CHRNA9",0.181
6.06121345762802e-48,3.46489484158438,0.131,0.006,1.45529735117649e-43,"9","RP3-433F14.3",0.125
7.96173589509513e-47,3.44015025350399,0.101,0.003,1.91161278841234e-42,"9","RP11-365O16.6",0.098
2.46582957122274e-26,3.36978722623128,0.101,0.007,5.92045680050581e-22,"9","KBTBD12",0.094
5.54888572601533e-25,3.28455130833472,0.152,0.016,1.33228746281628e-20,"9","HSPB3",0.136
1.01674060729602e-73,3.1876572259782,0.586,0.079,2.44119419811774e-69,"9","GDF15",0.507
7.16512147743622e-42,3.16870766614409,0.141,0.008,1.72034566673244e-37,"9","ECM1",0.133
1.78175984471354e-36,3.11552668031458,0.131,0.008,4.27800538715721e-32,"9","NRGN",0.123
4.33778702848158e-40,3.08193649802884,0.182,0.014,1.04150266553843e-35,"9","LAMB3",0.168
3.56578131188493e-35,3.04828991375708,0.121,0.007,8.56144092983571e-31,"9","C1QTNF2",0.114
